Unique ID,Vulnerabilities
36,"CVE-2016-2183, CVE-2017-7679, CVE-2016-2182, CVE-2017-9798, CVE-2016-2178, CVE-2016-2179, CVE-2015-3185, CVE-2015-3184, CVE-2015-3183, CVE-2013-4365, CVE-2016-2176, CVE-2016-2177, CVE-2021-32791, CVE-2021-32792, CVE-2023-31122, CVE-2013-6450, CVE-2024-38477, CVE-2024-38474, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2016-6302, CVE-2016-6306, CVE-2016-6304, CVE-2014-0118, CVE-2022-31813, CVE-2020-1927, CVE-2016-2180, CVE-2011-2688, CVE-2016-0703, CVE-2016-0702, CVE-2015-3194, CVE-2016-0704, CVE-2015-3196, CVE-2015-3197, CVE-2021-4044, CVE-2021-32786, CVE-2021-32785, CVE-2007-4723, CVE-2021-44790, CVE-2014-0198, CVE-2016-2109, CVE-2016-2108, CVE-2016-2105, CVE-2016-2107, CVE-2016-2106, CVE-2016-4975, CVE-2020-13938, CVE-2020-35452, CVE-2022-22719, CVE-2020-1934, CVE-2022-36760, CVE-2014-0195, CVE-2019-0217, CVE-2024-24795, CVE-2014-3523, CVE-2013-5704, CVE-2019-17567, CVE-2022-28330, CVE-2013-6438, CVE-2014-5139, CVE-2012-4360, CVE-2015-0287, CVE-2014-3505, CVE-2018-1283, CVE-2024-40898, CVE-2010-5298, CVE-2016-2181, CVE-2014-0231, CVE-2024-39573, CVE-2014-3513, CVE-2014-3512, CVE-2014-3511, CVE-2014-3510, CVE-2014-0117, CVE-2014-8275, CVE-2024-38476, CVE-2016-0798, CVE-2016-0799, CVE-2016-0797, CVE-2021-39275, CVE-2009-3765, CVE-2014-3581, CVE-2023-38709, CVE-2022-29404, CVE-2018-1312, CVE-2006-20001, CVE-2016-6303, CVE-2014-3506, CVE-2014-3507, CVE-2014-0224, CVE-2014-0226, CVE-2009-3766, CVE-2009-3767, CVE-2014-0221, CVE-2014-3508, CVE-2014-3509, CVE-2022-22721, CVE-2022-22720, CVE-2019-10092, CVE-2017-15715, CVE-2014-3567, CVE-2019-10098, CVE-2015-4000, CVE-2016-5387, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2014-0160, CVE-2017-15710, CVE-2015-0209, CVE-2018-1301, CVE-2018-1302, CVE-2018-1303, CVE-2021-34798, CVE-2023-25690, CVE-2014-3470, CVE-2021-26691, CVE-2015-0205, CVE-2015-0204, CVE-2020-11985, CVE-2015-0206, CVE-2014-3571, CVE-2014-3570, CVE-2014-3572, CVE-2013-6449, CVE-2013-4353, CVE-2013-4352, CVE-2022-26377, CVE-2014-0098, CVE-2021-26690, CVE-2016-8743, CVE-2015-0286, CVE-2015-0289, CVE-2015-0288, CVE-2016-7056, CVE-2019-0220, CVE-2015-1789, CVE-2015-1788, CVE-2009-1390, CVE-2014-8176, CVE-2012-3526, CVE-2014-3566, CVE-2016-8612, CVE-2017-3735, CVE-2009-2299, CVE-2014-3568, CVE-2016-2842, CVE-2015-0292, CVE-2015-0293, CVE-2012-4001, CVE-2022-37436, CVE-2017-9788, CVE-2014-8109, CVE-2015-1790, CVE-2015-1791, CVE-2015-1792, CVE-2013-2765, CVE-2016-2161, CVE-2015-0228, CVE-2013-0941, CVE-2013-0942, CVE-2016-0800, CVE-2020-7042, CVE-2020-7043, CVE-2020-7041, CVE-2022-30556, CVE-2016-0705, CVE-2016-0736, CVE-2017-3167, CVE-2022-28615, CVE-2022-28614, CVE-2015-3195"
37,"CVE-2024-24795, CVE-2023-25690, CVE-2020-1934, CVE-2023-38709, CVE-2021-39275, CVE-2022-29404, CVE-2023-27522, CVE-2009-0796, CVE-2013-4365, CVE-2006-20001, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2022-26377, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2019-10092, CVE-2021-44790, CVE-2019-10082, CVE-2019-17567, CVE-2019-0215, CVE-2022-31813, CVE-2012-4001, CVE-2019-10098, CVE-2022-37436, CVE-2012-4360, CVE-2019-10097, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2019-0196, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2019-10081, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2007-4723, CVE-2019-0197, CVE-2023-45802, CVE-2020-35452, CVE-2020-13938, CVE-2019-9517, CVE-2022-30556, CVE-2012-3526, CVE-2024-40898, CVE-2019-0217, CVE-2009-2299, CVE-2019-0211, CVE-2022-28615, CVE-2023-31122, CVE-2021-33193"
38,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2022-45313"
39,"CVE-2014-0117, CVE-2017-7679, CVE-2017-9798, CVE-2015-3185, CVE-2015-3184, CVE-2015-3183, CVE-2013-4365, CVE-2018-5407, CVE-2022-28330, CVE-2021-32791, CVE-2021-32792, CVE-2024-38476, CVE-2024-38477, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2024-0727, CVE-2014-0118, CVE-2022-31813, CVE-2020-1927, CVE-2023-0286, CVE-2023-3817, CVE-2017-3167, CVE-2023-38709, CVE-2021-32786, CVE-2021-32785, CVE-2007-4723, CVE-2021-44790, CVE-2016-4975, CVE-2020-13938, CVE-2023-2650, CVE-2023-0215, CVE-2020-35452, CVE-2022-22719, CVE-2020-1934, CVE-2021-34798, CVE-2022-4304, CVE-2019-1563, CVE-2024-24795, CVE-2014-3523, CVE-2013-5704, CVE-2019-17567, CVE-2013-6438, CVE-2012-4360, CVE-2014-0231, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2022-30556, CVE-2021-39275, CVE-2014-3581, CVE-2016-0736, CVE-2022-29404, CVE-2018-1312, CVE-2006-20001, CVE-2019-10092, CVE-2014-0226, CVE-2022-2068, CVE-2009-3766, CVE-2009-3767, CVE-2009-3765, CVE-2022-22721, CVE-2022-22720, CVE-2017-15710, CVE-2021-3712, CVE-2023-0464, CVE-2023-0465, CVE-2023-0466, CVE-2019-10098, CVE-2016-5387, CVE-2017-15715, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2021-23841, CVE-2018-1301, CVE-2018-1302, CVE-2020-1968, CVE-2022-36760, CVE-2023-25690, CVE-2020-11985, CVE-2021-4160, CVE-2013-4352, CVE-2016-8612, CVE-2022-26377, CVE-2014-0098, CVE-2016-8743, CVE-2024-40898, CVE-2024-38474, CVE-2022-0778, CVE-2020-1971, CVE-2009-1390, CVE-2012-3526, CVE-2023-5678, CVE-2017-3736, CVE-2017-3737, CVE-2019-1547, CVE-2017-3735, CVE-2009-2299, CVE-2022-1292, CVE-2017-3738, CVE-2012-4001, CVE-2022-37436, CVE-2021-23840, CVE-2018-0737, CVE-2018-0734, CVE-2018-0732, CVE-2017-9788, CVE-2018-0739, CVE-2014-8109, CVE-2013-2765, CVE-2011-2688, CVE-2016-2161, CVE-2015-0228, CVE-2019-1552, CVE-2013-0941, CVE-2013-0942, CVE-2019-1551, CVE-2019-1559, CVE-2018-1283, CVE-2018-1303, CVE-2019-0217, CVE-2022-28615, CVE-2022-28614"
40,"CVE-2023-51385, CVE-2016-20012, CVE-2018-15919, CVE-2017-15906, CVE-2021-36368, CVE-2025-26465, CVE-2023-51767, CVE-2018-20685, CVE-2018-15473, CVE-2020-14145, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2019-6111, CVE-2019-6110, CVE-2021-41617, CVE-2025-32728, CVE-2019-6109"
41,"CVE-2024-24795, CVE-2022-30556, CVE-2024-3566, CVE-2023-25690, CVE-2020-1934, CVE-2018-17189, CVE-2023-38709, CVE-2024-38473, CVE-2024-25117, CVE-2021-39275, CVE-2022-29404, CVE-2023-27522, CVE-2009-0796, CVE-2013-4365, CVE-2006-20001, CVE-2007-3205, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2024-40898, CVE-2024-38474, CVE-2022-22719, CVE-2022-26377, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2019-0215, CVE-2024-38472, CVE-2019-0190, CVE-2022-22721, CVE-2022-22720, CVE-2019-10092, CVE-2021-44790, CVE-2019-17567, CVE-2022-28330, CVE-2022-31813, CVE-2013-2220, CVE-2022-4900, CVE-2024-38475, CVE-2024-5458, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2019-0196, CVE-2019-0217, CVE-2022-23943, CVE-2020-1927, CVE-2018-17199, CVE-2012-4001, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2019-10081, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2019-10098, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2022-37436, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2007-4723, CVE-2019-0197, CVE-2021-44224, CVE-2022-28614, CVE-2020-13938, CVE-2019-9517, CVE-2019-10082, CVE-2019-10097, CVE-2012-3526, CVE-2024-38477, CVE-2023-45802, CVE-2009-2299, CVE-2019-0211, CVE-2022-28615, CVE-2020-35452, CVE-2021-33193"
42,"CVE-2024-24795, CVE-2022-30556, CVE-2024-3566, CVE-2023-25690, CVE-2020-1934, CVE-2018-17189, CVE-2023-38709, CVE-2024-38473, CVE-2024-25117, CVE-2021-39275, CVE-2022-29404, CVE-2023-27522, CVE-2009-0796, CVE-2013-4365, CVE-2006-20001, CVE-2007-3205, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2024-40898, CVE-2024-38474, CVE-2022-22719, CVE-2022-26377, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2019-0215, CVE-2024-38472, CVE-2019-0190, CVE-2022-22721, CVE-2022-22720, CVE-2019-10092, CVE-2021-44790, CVE-2019-17567, CVE-2022-28330, CVE-2022-31813, CVE-2013-2220, CVE-2022-4900, CVE-2024-38475, CVE-2024-5458, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2021-36160, CVE-2019-0196, CVE-2019-0217, CVE-2022-23943, CVE-2020-1927, CVE-2018-17199, CVE-2012-4001, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2019-10081, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2019-10098, CVE-2021-34798, CVE-2020-11984, CVE-2013-0941, CVE-2013-0942, CVE-2022-37436, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2007-4723, CVE-2019-0197, CVE-2021-44224, CVE-2022-28614, CVE-2020-13938, CVE-2019-9517, CVE-2019-10082, CVE-2019-10097, CVE-2012-3526, CVE-2024-38477, CVE-2023-45802, CVE-2009-2299, CVE-2019-0211, CVE-2022-28615, CVE-2020-35452, CVE-2021-33193"
43,"CVE-2010-2730, CVE-2015-1635, CVE-2010-3972, MS15-034, CVE-2010-1899"
44,"CVE-2016-20012, CVE-2020-12062, CVE-2021-36368, CVE-2025-26465, CVE-2025-32728, CVE-2020-14145, CVE-2023-51767, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2023-51385, CVE-2021-41617, CVE-2021-28041"
45,"CVE-2020-15358, CVE-2020-14845, CVE-2020-14846, CVE-2021-2226, CVE-2019-2774, CVE-2019-2938, CVE-2020-2760, CVE-2020-2763, CVE-2020-2765, CVE-2020-2922, CVE-2022-21617, CVE-2019-2778, CVE-2021-2032, CVE-2019-14540, CVE-2020-14769, CVE-2021-2356, CVE-2020-14567, CVE-2019-2922, CVE-2019-2923, CVE-2019-2924, CVE-2020-2660, CVE-2021-22570, CVE-2022-21608, CVE-2021-2180, CVE-2021-2022, CVE-2020-2584, CVE-2023-22015, CVE-2020-2589, CVE-2022-21344, CVE-2019-2797, CVE-2021-2169, CVE-2021-2202, CVE-2021-2166, CVE-2021-2160, CVE-2021-2162, CVE-2020-14760, CVE-2019-2914, CVE-2020-14765, CVE-2020-2780, CVE-2020-14576, CVE-2020-1967, CVE-2020-2570, CVE-2020-2573, CVE-2020-2572, CVE-2020-2574, CVE-2020-2577, CVE-2020-2901, CVE-2021-2194, CVE-2023-22084, CVE-2019-2993, CVE-2022-21589, CVE-2023-22007, CVE-2020-14814, CVE-2021-2178, CVE-2021-2179, CVE-2020-14776, CVE-2020-14775, CVE-2020-14547, CVE-2020-14540, CVE-2020-14771, CVE-2021-2171, CVE-2022-21454, CVE-2022-21303, CVE-2022-21304, CVE-2022-21451, CVE-2020-14869, CVE-2022-21595, CVE-2020-14672, CVE-2020-14867, CVE-2022-21592, CVE-2020-14559, CVE-2020-14812, CVE-2020-14553, CVE-2020-14550, CVE-2021-2146, CVE-2021-2144, CVE-2019-2739, CVE-2019-2738, CVE-2022-21444, CVE-2019-2791, CVE-2019-2737, CVE-2019-2974, CVE-2020-14789, CVE-2020-2804, CVE-2020-2806, CVE-2021-2154, CVE-2020-14839, CVE-2020-14830, CVE-2022-21367, CVE-2020-14837, CVE-2022-21245, CVE-2019-2805, CVE-2021-2060, CVE-2020-14790, CVE-2020-14793, CVE-2020-2752, CVE-2019-2960, CVE-2020-2812, CVE-2020-2814, CVE-2019-2969, CVE-2020-2579, CVE-2020-14827, CVE-2019-2911, CVE-2019-2910, CVE-2022-21270, CVE-2019-2819, CVE-2020-14539, CVE-2020-1971, CVE-2019-2757, CVE-2022-21460, CVE-2019-2758, CVE-2022-21427, CVE-2021-2174, CVE-2021-2014, CVE-2021-2011, CVE-2021-2010, CVE-2013-1548, CVE-2020-14852, CVE-2023-22026, CVE-2023-21977, CVE-2021-35624, CVE-2019-2740, CVE-2019-2741, CVE-2019-2948, CVE-2020-2779, CVE-2019-7317, CVE-2019-2946, CVE-2023-22028, CVE-2023-21980, CVE-2022-21417, CVE-2021-2007, CVE-2021-2001, CVE-2020-2790"
46,"CVE-2014-0117, CVE-2017-7679, CVE-2017-9798, CVE-2015-3185, CVE-2015-3184, CVE-2015-3183, CVE-2013-4365, CVE-2018-5407, CVE-2022-28330, CVE-2021-32791, CVE-2021-32792, CVE-2024-38476, CVE-2024-38477, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2024-0727, CVE-2014-0118, CVE-2022-31813, CVE-2020-1927, CVE-2023-0286, CVE-2023-3817, CVE-2017-3167, CVE-2023-38709, CVE-2021-32786, CVE-2021-32785, CVE-2007-4723, CVE-2021-44790, CVE-2016-4975, CVE-2020-13938, CVE-2023-2650, CVE-2023-0215, CVE-2020-35452, CVE-2022-22719, CVE-2020-1934, CVE-2021-34798, CVE-2022-4304, CVE-2019-1563, CVE-2024-24795, CVE-2014-3523, CVE-2013-5704, CVE-2019-17567, CVE-2013-6438, CVE-2012-4360, CVE-2014-0231, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2022-30556, CVE-2021-39275, CVE-2014-3581, CVE-2016-0736, CVE-2022-29404, CVE-2018-1312, CVE-2006-20001, CVE-2019-10092, CVE-2014-0226, CVE-2022-2068, CVE-2009-3766, CVE-2009-3767, CVE-2009-3765, CVE-2022-22721, CVE-2022-22720, CVE-2017-15710, CVE-2021-3712, CVE-2023-0464, CVE-2023-0465, CVE-2023-0466, CVE-2019-10098, CVE-2016-5387, CVE-2017-15715, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2021-23841, CVE-2018-1301, CVE-2018-1302, CVE-2020-1968, CVE-2022-36760, CVE-2023-25690, CVE-2020-11985, CVE-2021-4160, CVE-2013-4352, CVE-2016-8612, CVE-2022-26377, CVE-2014-0098, CVE-2016-8743, CVE-2024-40898, CVE-2024-38474, CVE-2022-0778, CVE-2020-1971, CVE-2009-1390, CVE-2012-3526, CVE-2023-5678, CVE-2017-3736, CVE-2017-3737, CVE-2019-1547, CVE-2017-3735, CVE-2009-2299, CVE-2022-1292, CVE-2017-3738, CVE-2012-4001, CVE-2022-37436, CVE-2021-23840, CVE-2018-0737, CVE-2018-0734, CVE-2018-0732, CVE-2017-9788, CVE-2018-0739, CVE-2014-8109, CVE-2013-2765, CVE-2011-2688, CVE-2016-2161, CVE-2015-0228, CVE-2019-1552, CVE-2013-0941, CVE-2013-0942, CVE-2019-1551, CVE-2019-1559, CVE-2018-1283, CVE-2018-1303, CVE-2019-0217, CVE-2022-28615, CVE-2022-28614"
47,"CVE-2008-3844, CVE-2025-26465, CVE-2023-51767, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2025-32728, CVE-2023-51384, CVE-2023-51385, CVE-2024-6387"
48,"CVE-2016-20012, CVE-2017-15906, CVE-2015-6563, CVE-2015-5352, CVE-2015-6564, CVE-2016-0777, CVE-2015-5600, CVE-2007-2768, CVE-2016-0778, CVE-2014-2532, CVE-2014-1692, CVE-2014-2653, CVE-2020-14145, CVE-2021-41617, CVE-2023-38408, CVE-2019-6111, CVE-2019-6110, CVE-2016-1908, CVE-2016-10009, CVE-2018-20685, CVE-2016-10012, CVE-2018-15473, CVE-2020-15778, CVE-2016-10708, CVE-2018-15919, CVE-2023-51385, CVE-2008-3844, CVE-2013-4548, CVE-2016-3115, CVE-2023-51767, CVE-2023-48795, CVE-2016-10011, CVE-2016-10010, CVE-2021-36368, CVE-2019-6109"
49,"CVE-1999-1225, CVE-2008-2089, CVE-2007-1898, CVE-2009-0480, CVE-2009-0913, CVE-2009-0857, CVE-2008-5550, CVE-2009-2137, CVE-2009-0319, CVE-2008-3839, CVE-2008-3838, CVE-2008-2090, CVE-1999-0321, CVE-2008-3549, CVE-2008-5133, CVE-2007-1945, CVE-2009-4187, CVE-2009-4502, CVE-2008-1356, CVE-2009-2029, CVE-2008-0212, CVE-2009-3899, CVE-2009-2596, CVE-1999-1137, CVE-2009-1207, CVE-2009-1933, CVE-2007-1043, CVE-2010-0444, CVE-2009-3839, CVE-2008-1779, CVE-2007-6482, CVE-2009-0872, CVE-2008-1286, CVE-2009-0875, CVE-2009-0874, CVE-2004-1180, CVE-2009-3706, CVE-2009-1478, CVE-2008-1684, CVE-2009-2912, CVE-2007-3794, CVE-2008-6024, CVE-2008-4131, CVE-2007-6413, CVE-2008-3426, CVE-2007-3025, CVE-2008-5111, CVE-2010-1183, CVE-2008-5746, CVE-2008-2946, CVE-2004-1355, CVE-2009-2430, CVE-2007-3626, CVE-2009-0132, CVE-2009-0346, CVE-2007-4938, CVE-2008-2418, CVE-2008-1205, CVE-2007-1223, CVE-2008-3666, CVE-2008-5690, CVE-2009-0601, CVE-2007-1917, CVE-2007-1916, CVE-2007-1913, CVE-2007-6232, CVE-2007-1918, CVE-2003-0722, CVE-2008-0718, CVE-2005-3781, CVE-2008-0964, CVE-2008-0965, CVE-2008-1780, CVE-2009-4075, CVE-2008-3875, CVE-2001-1066, CVE-2009-4774, CVE-2009-4777, CVE-2009-1276, CVE-2009-3877, CVE-2009-0168, CVE-2008-2706, CVE-2009-3390, CVE-2008-5422, CVE-2008-5423, CVE-2008-1317, CVE-2008-1480, CVE-2009-3869, CVE-2009-3868, CVE-1999-0568, CVE-2009-3867, CVE-2007-3723, CVE-2010-2594, CVE-2009-2711, CVE-2009-0926, CVE-2007-2736, CVE-2008-0709, CVE-2008-2707, CVE-2008-1095, CVE-2008-2674, CVE-2009-3183, CVE-1999-0795, CVE-2008-4160, CVE-2009-3876, CVE-2007-1086, CVE-2009-3874, CVE-2009-3875, CVE-2009-3872, CVE-2009-3873, CVE-2009-3871, CVE-2007-6216, CVE-2007-1727, CVE-2009-3746, CVE-2009-2296, CVE-2008-2112, CVE-2009-3100, CVE-2009-3101, CVE-2009-2486, CVE-2009-2487, CVE-2009-2952, CVE-2008-5684, CVE-2009-2488, CVE-2009-0069, CVE-2008-5010, CVE-2008-2538, CVE-2006-7034, CVE-2007-1093, CVE-2008-5661, CVE-2009-3432, CVE-1999-0057, CVE-2009-2283, CVE-2008-0836, CVE-2008-0938, CVE-2008-0730, CVE-2009-0304, CVE-2009-0267, CVE-2009-4314, CVE-2007-6225, CVE-2007-2191, CVE-2009-0268"
50,"CVE-2024-38474, CVE-2024-24795, CVE-2006-20001, CVE-2023-25690, CVE-2020-1934, CVE-2018-17189, CVE-2023-38709, CVE-2022-29404, CVE-2022-22721, CVE-2013-4365, CVE-2018-1333, CVE-2022-22720, CVE-2018-11763, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2021-33193, CVE-2019-0211, CVE-2009-0796, CVE-2022-26377, CVE-2019-17567, CVE-2017-15715, CVE-2022-31813, CVE-2012-4001, CVE-2019-10098, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2019-0196, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2018-17199, CVE-2011-2688, CVE-2018-1301, CVE-2018-1302, CVE-2018-1303, CVE-2017-15710, CVE-2013-2765, CVE-2019-10081, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2019-10092, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2007-4723, CVE-2023-45802, CVE-2022-30556, CVE-2020-13938, CVE-2019-9517, CVE-2018-1283, CVE-2019-10082, CVE-2018-1312, CVE-2012-3526, CVE-2024-40898, CVE-2019-0217, CVE-2009-2299, CVE-2021-39275, CVE-2022-28615, CVE-2020-35452, CVE-2022-36760, CVE-2021-44790"
51,"CVE-2024-38474, CVE-2024-24795, CVE-2006-20001, CVE-2023-25690, CVE-2020-1934, CVE-2018-17189, CVE-2023-38709, CVE-2022-29404, CVE-2022-22721, CVE-2013-4365, CVE-2018-1333, CVE-2022-22720, CVE-2018-11763, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2021-33193, CVE-2019-0211, CVE-2009-0796, CVE-2022-26377, CVE-2019-17567, CVE-2017-15715, CVE-2022-31813, CVE-2012-4001, CVE-2019-10098, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2019-0196, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2018-17199, CVE-2011-2688, CVE-2018-1301, CVE-2018-1302, CVE-2018-1303, CVE-2017-15710, CVE-2013-2765, CVE-2019-10081, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2019-10092, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2007-4723, CVE-2023-45802, CVE-2022-30556, CVE-2020-13938, CVE-2019-9517, CVE-2018-1283, CVE-2019-10082, CVE-2018-1312, CVE-2012-3526, CVE-2024-40898, CVE-2019-0217, CVE-2009-2299, CVE-2021-39275, CVE-2022-28615, CVE-2020-35452, CVE-2022-36760, CVE-2021-44790"
52,"CVE-2024-38474, CVE-2024-24795, CVE-2006-20001, CVE-2023-25690, CVE-2020-1934, CVE-2018-17189, CVE-2023-38709, CVE-2022-29404, CVE-2022-22721, CVE-2013-4365, CVE-2018-1333, CVE-2022-22720, CVE-2018-11763, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2021-33193, CVE-2019-0211, CVE-2009-0796, CVE-2022-26377, CVE-2019-17567, CVE-2017-15715, CVE-2022-31813, CVE-2012-4001, CVE-2019-10098, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2019-0196, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2018-17199, CVE-2011-2688, CVE-2018-1301, CVE-2018-1302, CVE-2018-1303, CVE-2017-15710, CVE-2013-2765, CVE-2019-10081, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2019-10092, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2007-4723, CVE-2023-45802, CVE-2022-30556, CVE-2020-13938, CVE-2019-9517, CVE-2018-1283, CVE-2019-10082, CVE-2018-1312, CVE-2012-3526, CVE-2024-40898, CVE-2019-0217, CVE-2009-2299, CVE-2021-39275, CVE-2022-28615, CVE-2020-35452, CVE-2022-36760, CVE-2021-44790"
53,"CVE-2024-38474, CVE-2024-24795, CVE-2006-20001, CVE-2023-25690, CVE-2020-1934, CVE-2018-17189, CVE-2023-38709, CVE-2022-29404, CVE-2022-22721, CVE-2013-4365, CVE-2018-1333, CVE-2022-22720, CVE-2018-11763, CVE-2022-28330, CVE-2020-11993, CVE-2021-32791, CVE-2021-32792, CVE-2022-22719, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2021-33193, CVE-2019-0211, CVE-2009-0796, CVE-2022-26377, CVE-2019-17567, CVE-2017-15715, CVE-2022-31813, CVE-2012-4001, CVE-2019-10098, CVE-2022-37436, CVE-2012-4360, CVE-2021-40438, CVE-2011-1176, CVE-2019-0196, CVE-2022-28614, CVE-2022-23943, CVE-2020-1927, CVE-2018-17199, CVE-2011-2688, CVE-2018-1301, CVE-2018-1302, CVE-2018-1303, CVE-2017-15710, CVE-2013-2765, CVE-2019-10081, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2021-44224, CVE-2021-34798, CVE-2019-10092, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2007-4723, CVE-2023-45802, CVE-2022-30556, CVE-2020-13938, CVE-2019-9517, CVE-2018-1283, CVE-2019-10082, CVE-2018-1312, CVE-2012-3526, CVE-2024-40898, CVE-2019-0217, CVE-2009-2299, CVE-2021-39275, CVE-2022-28615, CVE-2020-35452, CVE-2022-36760, CVE-2021-44790"
